"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"4639",2002,"Married",76,"White","Not applicable","Strong republican","Protestant","Other",NA
"4640",2002,"Married",43,"White","$25000 or more","Not str republican","Protestant","United methodist",NA
"4641",2002,"Married",49,"White","$25000 or more","Strong republican","Protestant","Episcopal",NA
"4642",2002,"Married",42,"White","$25000 or more","Independent","None","Not applicable",1
"4643",2002,"Married",45,"White","Not applicable","Ind,near rep","Protestant","Presbyterian-dk wh",NA
"4644",2002,"Married",49,"White","$5000 to 5999","Not str republican","Protestant","Southern baptist",NA
"4645",2002,"Married",49,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",3
"4646",2002,"Married",39,"White","$25000 or more","Not str republican","Protestant","Evangelical luth",1
"4647",2002,"Married",53,"White","Not applicable","Ind,near rep","Catholic","Not applicable",NA
"4648",2002,"Divorced",64,"Other","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
"4649",2002,"Married",43,"White","Not applicable","Strong republican","Protestant","Other",NA
"4650",2002,"Never married",22,"Other","$1000 to 2999","Independent","Buddhism","Not applicable",1
"4651",2002,"Divorced",38,"White","$25000 or more","Not str democrat","Protestant","Baptist-dk which",1
"4652",2002,"Married",64,"White","Not applicable","Strong republican","Protestant","Southern baptist",NA
"4653",2002,"Never married",27,"White","$25000 or more","Ind,near dem","None","Not applicable",NA
"4654",2002,"Married",39,"White","$25000 or more","Ind,near dem","Protestant","Baptist-dk which",NA
"4655",2002,"Married",60,"White","$25000 or more","Strong republican","Protestant","No denomination",3
"4656",2002,"Divorced",69,"White","$25000 or more","Not str democrat","Protestant","United methodist",NA
"4657",2002,"Married",31,"Black","$25000 or more","Strong democrat","Protestant","Afr meth episcopal",NA
"4658",2002,"Married",36,"White","$25000 or more","Not str republican","Protestant","Other",NA
"4659",2002,"Married",24,"Black","$20000 - 24999","Not str democrat","Inter-nondenominational","Not applicable",NA
"4660",2002,"Married",52,"Black","Refused","Independent","Protestant","United methodist",2
"4661",2002,"Married",53,"Black","$10000 - 14999","Not str democrat","Protestant","Nat bapt conv of am",3
"4662",2002,"Married",52,"Black","$25000 or more","Strong democrat","Protestant","United methodist",NA
"4663",2002,"Divorced",51,"Black","$20000 - 24999","Not str democrat","Protestant","Southern baptist",NA
"4664",2002,"Separated",53,"Black","Not applicable","Strong democrat","Protestant","Nat bapt conv of am",1
"4665",2002,"Separated",25,"Black","$10000 - 14999","Independent","Protestant","United methodist",2
"4666",2002,"Never married",32,"Black","$15000 - 19999","Independent","Catholic","Not applicable",NA
"4667",2002,"Married",36,"Black","$8000 to 9999","Strong democrat","Protestant","Baptist-dk which",NA
"4668",2002,"Never married",27,"White","$25000 or more","Strong republican","Protestant","Methodist-dk which",2
"4669",2002,"Never married",36,"Black","Not applicable","Independent","Protestant","Other",NA
"4670",2002,"Married",69,"Other","Not applicable","Ind,near dem","Protestant","Presbyterian-dk wh",NA
"4671",2002,"Married",80,"White","Not applicable","Strong democrat","Jewish","Not applicable",3
"4672",2002,"Married",83,"Other","Not applicable","Not str democrat","None","Not applicable",NA
"4673",2002,"Widowed",59,"White","Not applicable","Independent","Protestant","No denomination",NA
"4674",2002,"Married",74,"White","Not applicable","Ind,near rep","Protestant","Methodist-dk which",4
"4675",2002,"Married",46,"White","$25000 or more","Independent","Catholic","Not applicable",NA
"4676",2002,"Divorced",63,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"4677",2002,"Divorced",56,"White","$25000 or more","Strong democrat","None","Not applicable",0
"4678",2002,"Never married",25,"Other","Lt $1000","Strong democrat","Protestant","Other",1
"4679",2002,"Never married",56,"White","$25000 or more","Not str democrat","None","Not applicable",NA
"4680",2002,"Married",38,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
"4681",2002,"Never married",31,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
"4682",2002,"Married",32,"White","$25000 or more","Not str democrat","Jewish","Not applicable",2
"4683",2002,"Married",32,"White","Not applicable","Not str democrat","None","Not applicable",NA
"4684",2002,"Never married",51,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"4685",2002,"Married",82,"White","Not applicable","Not str republican","Protestant","Other",5
"4686",2002,"Married",76,"White","Not applicable","Ind,near rep","Catholic","Not applicable",NA
"4687",2002,"Married",51,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"4688",2002,"Never married",62,"White","$15000 - 19999","Strong democrat","Catholic","Not applicable",3
"4689",2002,"Divorced",55,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"4690",2002,"Married",47,"White","Not applicable","Ind,near dem","Protestant","United methodist",NA
"4691",2002,"Never married",38,"White","$6000 to 6999","Ind,near rep","Protestant","Episcopal",NA
"4692",2002,"Married",55,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",2
"4693",2002,"Married",49,"White","$3000 to 3999","Strong democrat","None","Not applicable",1
"4694",2002,"Widowed",60,"White","Not applicable","Ind,near dem","None","Not applicable",NA
"4695",2002,"Married",48,"White","$10000 - 14999","Ind,near rep","Catholic","Not applicable",3
"4696",2002,"Married",53,"White","$8000 to 9999","Strong republican","Protestant","Episcopal",NA
"4697",2002,"Married",46,"White","$15000 - 19999","Strong democrat","Catholic","Not applicable",NA
"4698",2002,"Married",53,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"4699",2002,"Married",44,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"4700",2002,"Never married",33,"Black","Don't know","Strong democrat","Protestant","Am bapt ch in usa",3
"4701",2002,"Divorced",54,"Black","Not applicable","Strong democrat","Protestant","Other",8
"4702",2002,"Never married",35,"Black","$25000 or more","Not str republican","Protestant","Southern baptist",1
"4703",2002,"Never married",18,"Black","Not applicable","Strong democrat","None","Not applicable",NA
"4704",2002,"Married",61,"Black","Refused","Strong democrat","Protestant","Southern baptist",NA
"4705",2002,"Never married",55,"White","$25000 or more","Ind,near rep","Protestant","No denomination",NA
"4706",2002,"Married",30,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"4707",2002,"Married",22,"Other","Not applicable","Independent","Hinduism","Not applicable",1
"4708",2002,"Divorced",52,"Other","$15000 - 19999","Not str democrat","None","Not applicable",NA
"4709",2002,"Divorced",45,"White","$25000 or more","Independent","Catholic","Not applicable",NA
"4710",2002,"Married",33,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"4711",2002,"Married",35,"White","$25000 or more","Independent","Orthodox-christian","Not applicable",NA
"4712",2002,"Divorced",51,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",1
"4713",2002,"Never married",27,"Black","$20000 - 24999","Independent","Protestant","Other",NA
"4714",2002,"Married",42,"Black","Refused","Strong democrat","Protestant","No denomination",NA
"4715",2002,"Never married",25,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
"4716",2002,"Married",50,"Black","Refused","Independent","Protestant","Baptist-dk which",3
"4717",2002,"Never married",29,"Black","$25000 or more","Ind,near dem","Protestant","Methodist-dk which",1
"4718",2002,"Never married",35,"Black","Not applicable","Independent","None","Not applicable",NA
"4719",2002,"Never married",25,"Black","$25000 or more","Independent","Protestant","Baptist-dk which",NA
"4720",2002,"Never married",49,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
"4721",2002,"Divorced",71,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"4722",2002,"Never married",30,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"4723",2002,"Married",39,"Other","$25000 or more","Not str republican","Hinduism","Not applicable",2
"4724",2002,"Never married",38,"Other","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"4725",2002,"Widowed",77,"White","Not applicable","Not str democrat","Protestant","United methodist",NA
"4726",2002,"Separated",73,"Black","Not applicable","Strong democrat","Christian","Not applicable",NA
"4727",2002,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
"4728",2002,"Married",33,"White","$25000 or more","Not str democrat","Protestant","Episcopal",NA
"4729",2002,"Married",54,"White","Refused","Ind,near rep","Protestant","United methodist",NA
"4730",2002,"Never married",31,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
"4731",2002,"Married",55,"White","$25000 or more","Strong republican","Protestant","Presbyterian-dk wh",1
"4732",2002,"Never married",53,"White","$25000 or more","Independent","None","Not applicable",3
"4733",2002,"Never married",54,"White","$25000 or more","Strong democrat","Other","Not applicable",NA
"4734",2002,"Divorced",52,"Black","$25000 or more","Ind,near rep","Other eastern","Not applicable",NA
"4735",2002,"Never married",29,"White","Refused","Strong democrat","Protestant","United pres ch in us",1
"4736",2002,"Divorced",34,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",NA
"4737",2002,"Never married",28,"Black","$15000 - 19999","Strong democrat","Orthodox-christian","Not applicable",1
"4738",2002,"Divorced",59,"Black","Not applicable","Strong democrat","Protestant","Am baptist asso",NA
"4739",2002,"Never married",NA,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"4740",2002,"Married",64,"White","$5000 to 5999","Not str democrat","Christian","Not applicable",1
"4741",2002,"Married",68,"White","Lt $1000","Strong republican","Protestant","Southern baptist",NA
"4742",2002,"Married",67,"White","$10000 - 14999","Not str republican","Protestant","Am bapt ch in usa",NA
"4743",2002,"Separated",56,"White","Not applicable","Not str democrat","Protestant","Southern baptist",3
"4744",2002,"Never married",19,"White","Refused","Ind,near rep","Protestant","Southern baptist",1
"4745",2002,"Married",71,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",8
"4746",2002,"Divorced",64,"White","$25000 or more","Ind,near dem","Protestant","Southern baptist",NA
"4747",2002,"Divorced",58,"White","Not applicable","Independent","Protestant","Other",NA
"4748",2002,"Divorced",84,"White","Not applicable","Not str democrat","Protestant","Southern baptist",5
"4749",2002,"Married",29,"Black","$1000 to 2999","Strong democrat","Inter-nondenominational","Not applicable",NA
"4750",2002,"Married",70,"Black","$7000 to 7999","Not str democrat","Protestant","Other",NA
"4751",2002,"Widowed",89,"Black","Not applicable","Independent","Protestant","Southern baptist",0
"4752",2002,"Married",59,"Black","$10000 - 14999","Not str democrat","Protestant","Southern baptist",NA
"4753",2002,"Widowed",85,"Black","Not applicable","Ind,near dem","Protestant","Other baptists",NA
"4754",2002,"Divorced",39,"Other","$15000 - 19999","Not str democrat","Other","Not applicable",2
"4755",2002,"Married",50,"White","$25000 or more","Ind,near rep","Protestant","Southern baptist",NA
"4756",2002,"Never married",37,"White","$15000 - 19999","Not str republican","Protestant","Other",NA
"4757",2002,"Never married",25,"White","$25000 or more","Strong democrat","Protestant","No denomination",NA
"4758",2002,"Married",37,"Other","$20000 - 24999","Ind,near dem","Native american","Not applicable",NA
"4759",2002,"Never married",30,"White","Not applicable","Ind,near dem","None","Not applicable",2
"4760",2002,"Never married",32,"Other","$25000 or more","Not str democrat","Native american","Not applicable",NA
"4761",2002,"Married",41,"White","$20000 - 24999","Independent","Protestant","No denomination",NA
"4762",2002,"Divorced",34,"White","$5000 to 5999","Other party","Protestant","Southern baptist",NA
"4763",2002,"Divorced",47,"White","$25000 or more","Independent","Protestant","Other",NA
"4764",2002,"Never married",28,"White","$1000 to 2999","Independent","None","Not applicable",NA
"4765",2002,"Married",50,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"4766",2002,"Married",59,"White","$25000 or more","Ind,near rep","Protestant","No denomination",2
"4767",2002,"Married",30,"White","Not applicable","Strong republican","Protestant","Other",NA
"4768",2002,"Married",46,"White","Lt $1000","Other party","None","Not applicable",NA
"4769",2002,"Married",40,"White","$25000 or more","Strong democrat","Protestant","Episcopal",NA
"4770",2002,"Married",56,"White","$25000 or more","Strong republican","None","Not applicable",NA
"4771",2002,"Married",68,"White","Not applicable","Ind,near rep","Protestant","Other",NA
"4772",2002,"Married",58,"White","Not applicable","Not str republican","Catholic","Not applicable",4
